time,amplitude
0.0,-0.07586789754258223
2.2701475595913734e-05,-0.08022363801846313
4.540295119182747e-05,-0.0787283838252503
6.81044267877412e-05,-0.06585619555324405
9.080590238365494e-05,-0.05447926147445065
0.00011350737797956867,-0.05720972565336107
0.0001362088535754824,-0.06663632817578989
0.00015891032917139615,-0.06553114029384996
0.00018161180476730987,-0.051553764139903785
0.0002043132803632236,-0.041672084254323234
0.00022701475595913735,-0.0455727473670524
0.0002497162315550511,-0.051748797295540244
0.0002724177071509648,-0.05018853205044858
0.00029511918274687855,-0.03978676374983747
0.0003178206583427923,-0.027889741256013522
0.000340522133938706,-0.029970094916135743
0.00036322360953461975,-0.04017683006111039
0.0003859250851305335,-0.03790144324535171
0.0004086265607264472,-0.033220647510076716
0.00043132803632236095,-0.0365362111558965
0.0004540295119182747,-0.028734884930438173
0.0004767309875141884,-0.015797685606553116
0.0004994324631101022,-0.023078923416980885
0.0005221339387060158,-0.035951111688987125
0.0005448354143019296,-0.03127031595371213
0.0005675368898978433,-0.020998569756858668
0.0005902383654937571,-0.021128591860616306
0.0006129398410896708,-0.02710960863346769
0.0006356413166855846,-0.029710050708620466
0.0006583427922814982,-0.029970094916135743
0.000681044267877412,-0.02945000650110519
0.0007037457434733257,-0.024054089195163178
0.0007264472190692395,-0.01956832661552464
0.0007491486946651532,-0.02353400078013262
0.000771850170261067,-0.02710960863346769
0.0007945516458569807,-0.02509426602522429
0.0008172531214528944,-0.02268885710570797
0.0008399545970488081,-0.019763359771161098
0.0008626560726447219,-0.01839812768170589
0.0008853575482406356,-0.019113249252372903
0.0009080590238365494,-0.014302431413340267
0.0009307604994324631,-0.008971525159277077
0.0009534619750283768,-0.011376934078793395
0.0009761634506242905,-0.01410739825770381
0.0009988649262202044,-0.01176700039006631
0.001021566401816118,-0.008841503055519439
0.0010442678774120317,-0.011376934078793395
0.0010669693530079454,-0.019698348719282277
0.0010896708286038592,-0.019178260304251724
0.001112372304199773,-0.005655961513457288
0.0011350737797956867,0.0007801326225458328
0.0011577752553916004,-0.005005850994669094
0.0011804767309875142,-0.006826160447276037
0.001203178206583428,-0.0003900663112729164
0.0012258796821793417,0.0070862046547913145
0.0012485811577752554,0.010336757248732285
0.0012712826333711692,0.010141724093095826
0.001293984108967083,0.011116889871278117
0.0013166855845629965,0.009231569366792355
0.0013393870601589102,0.003965674164607983
0.001362088535754824,0.006436094136003121
0.0013847900113507377,0.01404238720582499
0.0014074914869466515,0.01631777402158367
0.0014301929625425652,0.015732674554674295
0.001452894438138479,0.013977376153946171
0.0014755959137343927,0.011376934078793395
0.0014982973893303065,0.01599271876218957
